codigo_materia_prima;descricao_materia_prima;consumo_mp_12_meses;consumo_mp_6_meses;consumo_mp_3_meses;media_12_meses;media_6_meses;media_3_meses;maior_media
512003;CONJUNTO ESTATOR E ROTOR AGL DESL P17 1/7 cv 04 42Z 220V 50HZ;1560,0;80,0;0,0;130,0;13,3333;0,0;130,0
411015;ROLAMENTOS 6004 ZZ;1518,0;447,0;205,0;126,5;74,5;68,3333;126,5
813274;TAMPÃO P/ EIXO MOTOR DZ E GABINETE CANCELA;1504,0;743,0;367,0;125,3333;123,8333;122,3333;125,3333
102555;TECLADO EM BORRACHA PARA CONTROLE REMOTO - RUBBER KEY 4 KEYS;1498,0;742,0;366,0;124,8333;123,6667;122,0;124,8333
101819;BATERIA DE LITHIUM CR2032 210mAH 3V TRAY (CR2032);1498,0;742,0;366,0;124,8333;123,6667;122,0;124,8333
804165;BASE INFERIOR DO CONTROLE REMOTO INTER. DIGI. DIGITAL KEY - PRETO;1498,0;742,0;366,0;124,8333;123,6667;122,0;124,8333
804123;BASE SUPERIOR COM LOGO DO CONTROLE REMOTO INTER. DIGI. DIGITAL KEY - PRETO;1498,0;742,0;366,0;124,8333;123,6667;122,0;124,8333
100226;MICROCONTROLADOR  ZY-AGL 433 - REMOTE  PCB - ZYAGL.;1498,0;742,0;366,0;124,8333;123,6667;122,0;124,8333
804177;ALÇA DO CONTROLE REMOTO INTER. DIGI. DIGITAL KEY PRETO;1498,0;742,0;366,0;124,8333;123,6667;122,0;124,8333
512010;CONJUNTO ESTATOR E ROTOR AGL DESL P45 1/2 cv 04 42Z 127V 60Hz;1109,0;419,0;371,0;92,4167;69,8333;123,6667;123,6667
401166;PO F MET SEXT. M5 (CH8) ZI (NSC);1422,0;348,0;114,0;118,5;58,0;38,0;118,5
811760;CAIXA PARA CONTROLE REMOTO AGL 4,0 X 6,2;1300,0;700,0;300,0;108,3333;116,6667;100,0;116,6667
202034;AÇO RED TREF SAE 1020 14.29 SAE J403;1388,7095;289,1139;51,786;115,7258;48,1856;17,262;115,7258
103132;CABO CONECTOR TERMINAL WHITE WIRE BLK-PH-3P L1000 BOX (BLK-PH-3P L1000);959,0;552,0;346,0;79,9167;92,0;115,3333;115,3333
412145;ESTATOR BOBINADO AGL BV/NEW BV/PIVO P28 1/5 cv 04 42 220V 50Hz;1320,0;140,0;100,0;110,0;23,3333;33,3333;110,0
512011;CONJUNTO ESTATOR E ROTOR AGL DESL P45 1/2 cv 04 42Z 220V 60Hz;1268,0;582,0;186,0;105,6667;97,0;62,0;105,6667
103147;CABO CONECTOR TERMINAL WHITE WIRE BLK-4P 3300/650 BOX (BLK-4P 3300/650);560,0;560,0;300,0;46,6667;93,3333;100,0;100,0
103148;CABO CONECTOR TERMINAL WHITE WIRE BLK-4P 3800/650 BOX (BLK-4P 3800/650);1150,0;560,0;300,0;95,8333;93,3333;100,0;100,0
813568;PERFIL AL 4,0M STL 1851 CANCELAS;622,0;488,0;298,0;51,8333;81,3333;99,3333;99,3333
401077;PORCA F MET SEXTAVADA M10 (CH17) ZI;1188,0;464,0;237,0;99,0;77,3333;79,0;99,0
811037;MANUAL DE INSTALAÇÃO LINHA PIVOTANTE SEM LOGO ESPANHOL (CENTRAL FLEX / DUPLA);1136,0;10,0;0,0;94,6667;1,6667;0,0;94,6667
202062;AÇO RED TREF SAE 1020 5.00 SAE;1135,8609;480,9347;256,6709;94,6551;80,1558;85,557;94,6551
512009;CONJUNTO ESTATOR E ROTOR AGL DESL P33 1/4 cv 04 42Z 220V 50Hz;1103,0;185,0;0,0;91,9167;30,8333;0,0;91,9167
401190;PARAFUSO MET SX RI M10 X 100MM ZI;1020,0;461,0;234,0;85,0;76,8333;78,0;85,0
103144;CABO CONECTOR TERMINAL WHITE WIRE BLK-4P 1800/650 BOX (BLK-4P 1800/650);875,0;399,0;252,0;72,9167;66,5;84,0;84,0
811845;CAIXA MASTER 1 - CAIXA PIVÔ VIOLÃO C/ IMPRESSÃO 50X75  (ARTE TECLAM);1000,0;0,0;0,0;83,3333;0,0;0,0;83,3333
911124;PLACA REVISADA NOVA CENTRAL INVERSORA;987,0;274,0;106,0;82,25;45,6667;35,3333;82,25
202086;AÇO TREFILADO QUAD SAE 1020 H11 A36 5/16'';968,6316;421,972;212,412;80,7193;70,3287;70,804;80,7193
701233;EIXO DE TRAÇÃO DA PORCA ACIONADORA BV CADENA - BRUTO;473,0;473,0;0,0;39,4167;78,8333;0,0;78,8333
804541;BASE SUPERIOR PP DO MOTOR DESLIZANTE C/ ENCODER;943,0;382,0;100,0;78,5833;63,6667;33,3333;78,5833
401227;PARAFUSO CAB FRANCESA C/ PORCA 1/4 X 5/8 ZI;936,0;18,0;18,0;78,0;3,0;6,0;78,0
813557;PERFIL AL 0,50M SOL 7 STLF-0864 6063;933,0;330,0;195,0;77,75;55,0;65,0;77,75
813181;FUSO P 7.5MM DE 0,50M E 2 ENTRADAS;929,0;332,0;197,0;77,4167;55,3333;65,6667;77,4167
512008;CONJUNTO ESTATOR E ROTOR AGL DESL P33 1/4 cv 04 42Z 220V 60Hz;746,0;318,0;232,0;62,1667;53,0;77,3333;77,3333
401172;P ACO MET S/CAB SX INT PTA CONCOVA M8X20MM OX;862,0;458,0;231,0;71,8333;76,3333;77,0;77,0
813513;MANCAL DE JUNÇÃO DO SUPORTE DA BARREIRA (FÊMEA);862,0;458,0;231,0;71,8333;76,3333;77,0;77,0
813512;MANCAL DE JUNÇÃO DO SUPORTE DA BARREIRA (MACHO);862,0;458,0;231,0;71,8333;76,3333;77,0;77,0
813458;TUBO DE INOX CORTADO PARA PIVO 0,50M;923,0;330,0;195,0;76,9167;55,0;65,0;76,9167
813559;PERFIL AL 3,0M SOL 7 STLF-0864 6063;731,0;389,0;230,0;60,9167;64,8333;76,6667;76,6667
813591;SENSOR DE FIM DE CURSO REED BV/NEW BV 3,0M;731,0;389,0;230,0;60,9167;64,8333;76,6667;76,6667
801265;CHAPA EM U DO SUPORTE DA BARREIRA (MODELO FIX. MACHO E FÊMEA) - CINZA;841,0;452,0;225,0;70,0833;75,3333;75,0;75,3333
412149;ESTATOR BOBINADO AGL BV/NEW BV/PIVO P33 1/3 cv 04 42z 220V 50Hz;901,0;20,0;0,0;75,0833;3,3333;0,0;75,0833
401180;PARAFUSO AÇO MET CIL SX INT M8X45MM OX;543,0;375,0;216,0;45,25;62,5;72,0;72,0
804461;TAMPA CANCELA;858,0;428,0;197,0;71,5;71,3333;65,6667;71,5
411067;ROLAMENTO 6205LLUC3/2AS 25mm x 52mm x 15;848,0;210,0;112,0;70,6667;35,0;37,3333;70,6667
401006;PARAFUSO 4.8 X 19 PN. PH - ZI;848,0;210,0;112,0;70,6667;35,0;37,3333;70,6667
402023;ANEL ELÁSTICO E-25 X 12;848,0;210,0;112,0;70,6667;35,0;37,3333;70,6667
813189;FUSO P 7.5MM DE 3,0M E 6 ENTRADAS;617,0;343,0;205,0;51,4167;57,1667;68,3333;68,3333
916168;PFL PC LENTE P/LED C.6000MM LEITOSO;416,0;332,5;204,5;34,6667;55,4167;68,1667;68,1667
603516;ACESSORIOS PARA AUTOMATIZADOR BRUSHLESS DC MOTOR - FONTE DE ALIMENTAÇAO 24V / 10A;784,0;394,0;190,0;65,3333;65,6667;63,3333;65,6667
813400;PERFIL AL 2,0M SOL 7 STLF-0864 6063;786,0;320,0;120,0;65,5;53,3333;40,0;65,5
813589;SENSOR DE FIM DE CURSO REED BV/NEW BV 2,0M;786,0;320,0;120,0;65,5;53,3333;40,0;65,5
813184;FUSO P 7.5MM DE 1,5M E 2 ENTRADAS;411,0;252,0;196,0;34,25;42,0;65,3333;65,3333
813461;TUBO DE INOX CORTADO PARA PIVO 1,5M;411,0;252,0;196,0;34,25;42,0;65,3333;65,3333
603515;ACESSORIOS PARA AUTOMATIZADOR BRUSHLESS DC MOTOR - PAINEL CONTROLADOR;780,0;375,0;183,0;65,0;62,5;61,0;65,0
813572;PERFIL AL 6,0M STL 1851 CANCELAS;433,6667;277,0;195,0;36,1389;46,1667;65,0;65,0
412163;ROTOR AGL NEW BV P39;756,0;221,0;102,0;63,0;36,8333;34,0;63,0
603517;ACESSORIOS PARA AUTOMATIZADOR BRUSHLESS DC MOTOR - RECEPTOR PARA CENTRAL BRUSHLESS;754,0;372,0;184,0;62,8333;62,0;61,3333;62,8333
102815;FONTE DE ALIMENTAÇÃO 12V - 5A POWER SUPPLIER;751,0;371,0;183,0;62,5833;61,8333;61,0;62,5833
813440;BRAÇO ESTICADOR DA MOLA DA CANCELA;749,0;371,0;183,0;62,4167;61,8333;61,0;62,4167
102560;CONECTOR ELÉTRICO DE TORÇÃO MODELO P-1;749,0;371,0;183,0;62,4167;61,8333;61,0;62,4167
801243;PORTA DO GABINETE CANCELA - CINZA;741,0;372,0;184,0;61,75;62,0;61,3333;62,0
811043;MANUAL CANCELA BILINGUE SEM LOGO;743,0;369,0;183,0;61,9167;61,5;61,0;61,9167
801219;GABINETE DA CANCELA - CINZA;738,0;371,0;183,0;61,5;61,8333;61,0;61,8333
813614;PERFIL AL 3,0M STL 1851 CANCELAS;397,0;297,0;185,0;33,0833;49,5;61,6667;61,6667
801249;BASE SUPERIOR DE FIXAÇÃO DA CENTRAL NO GABINETE - CINZA;737,0;369,0;181,0;61,4167;61,5;60,3333;61,5
801272;SUPORTE DAS BATERIAS CANCELA AGUSTA - CINZA;735,0;369,0;181,0;61,25;61,5;60,3333;61,5
801242;SUPORTE DAS FONTES CANCELA AGUSTA - CINZA;737,0;369,0;181,0;61,4167;61,5;60,3333;61,5
811032;MANUAL DE INSTALAÇÃO LINHA DESLIZANTE BRABUS SEM LOGO BILÍNGUE (CENTRAL FX BRABUS);709,0;142,0;70,0;59,0833;23,6667;23,3333;59,0833
911117;PLACA REVISADA FX BRABUS;709,0;142,0;70,0;59,0833;23,6667;23,3333;59,0833
813569;PERFIL AL 4,5M STL 1851 CANCELAS;262,0;217,0;174,0;21,8333;36,1667;58,0;58,0
811041;MANUAL DE INSTALAÇÃO LINHA NEW BV TURBO SEM LOGO PORTUGUÊS (CENTRAL NEW INVERTER);681,0;171,0;57,0;56,75;28,5;19,0;56,75
813518;CARTUCHO DA PORCA 6 ENTRADAS P.60 5/8'';677,0;221,0;138,0;56,4167;36,8333;46,0;56,4167
811330;ETIQUETA ADES. COUCHE 100MM X 80MM X 01 CAR VERMELHA;677,0;221,0;138,0;56,4167;36,8333;46,0;56,4167
813247;ENGRENAGEM 2 ENTRADAS NEW BV COM IMÃ;474,0;174,0;167,0;39,5;29,0;55,6667;55,6667
412038;ESTATOR BOBINADO AGL NEW BV/BV SPEEDTURBO PRO P39 4P 3F 110V 60HZ;664,0;163,0;55,0;55,3333;27,1667;18,3333;55,3333
701173;GUIA ESTICADOR BRUTO - BARREIRA ARTICULADA CANCELA;172,0;172,0;158,0;14,3333;28,6667;52,6667;52,6667
701174;GUIA CABO BRUTO - BARREIRA ARTICULADA CANCELA;174,0;174,0;158,0;14,5;29,0;52,6667;52,6667
401283;"PARAFUSO CAB FRANCESA C/ PORCA 1/4 X 2"" ZI";624,0;12,0;12,0;52,0;2,0;4,0;52,0
813481;BATENTE MECÂNICO BV CADENA - ZINCADA;624,0;12,0;12,0;52,0;2,0;4,0;52,0
813562;PERFIL AL 3,25M SOL 7 STLF-0864 6063;590,0;0,0;0,0;49,1667;0,0;0,0;49,1667
813554;FUSO P 7.5MM DE 3,25M E 6 ENTRADAS;590,0;0,0;0,0;49,1667;0,0;0,0;49,1667
401279;PORCA TRAVANTE M10;358,0;250,0;144,0;29,8333;41,6667;48,0;48,0
401183;PORCA F MET SEXTAVADA M14 (CH22) ZI (ISC;370,0;250,0;144,0;30,8333;41,6667;48,0;48,0
401032;ARRUELA LISA M8 ZI;358,0;250,0;144,0;29,8333;41,6667;48,0;48,0
813366;FUSO P.60 Ø 1/2'' DE 2,0M;563,0;219,0;82,0;46,9167;36,5;27,3333;46,9167
813304;FUSO P.60 Ø 5/8'' DE 1,5M;555,0;161,0;112,0;46,25;26,8333;37,3333;46,25
401225;CORRENTE DE ROLO ASA 410 122 ELOS (3098MM) PARA ACIONAMENTO BV CADENA DE 1,5M;552,376;10,31;10,31;46,0313;1,7183;3,4367;46,0313
813203;TAMPA PROTEÇÃO DO MOTOR - BRANCA;312,0;134,0;130,0;26,0;22,3333;43,3333;43,3333
103146;CABO CONECTOR TERMINAL WHITE WIRE BLK-4P 2800/650 BOX (BLK-4P 2800/650);257,0;257,0;0,0;21,4167;42,8333;0,0;42,8333
512006;CONJUNTO ESTATOR E ROTOR AGL DESL P28 1/4 cv 04 42Z 220V 50Hz;485,0;230,0;0,0;40,4167;38,3333;0,0;40,4167
603518;ACESSORIOS PARA AUTOMATIZADOR BRUSHLESS DC MOTOR - MOLA DE CONTRA-PESO PARA CANCELA 1.2;411,0;241,0;114,0;34,25;40,1667;38,0;40,1667
916126;AUTOMATIZADOR PARA CANCELA - BRUSHLESS DC MOTOR - MODELO: 18B-1.2S;403,0;241,0;114,0;33,5833;40,1667;38,0;40,1667
813375;CANTONEIRA CREMALHEIRA MOTOR INDUSTRIAL;480,0;0,0;0,0;40,0;0,0;0,0;40,0
202026;AÇO RED TREF SAE 1020 25.40 SAE J403;246,6818;237,5228;0,0;20,5568;39,5871;0,0;39,5871
811742;CAIXA MASTER 11 - CAIXA PARA CANCELA COM LOGO AGL;439,0;233,0;78,0;36,5833;38,8333;26,0;38,8333
813153;BASE DE ALUMÍNIO SUPERIOR MOTOR DZ INDUSTRIAL;437,0;115,0;56,0;36,4167;19,1667;18,6667;36,4167
813241;BASE DE ALUMÍNIO INFERIOR MOTOR DZ INDUSTRIAL;437,0;115,0;56,0;36,4167;19,1667;18,6667;36,4167
811763;CAIXA MASTER 2 - CAIXA PIVÔ VIOLÃO 1 METRO COM IMPRESSÃO;430,0;0,0;0,0;35,8333;0,0;0,0;35,8333
811753;CAIXA MASTER 11 - CAIXA PARA CANCELA SEM LOGO;315,0;140,0;107,0;26,25;23,3333;35,6667;35,6667
102574;BOBINA TUBULAR PEBD LEITOSA LISA P/ ACIONAMENTO DE MOTORES;238,5838;130,3662;106,7922;19,882;21,7277;35,5974;35,5974
811771;CAIXA DO MOTOR INDUSTRIAL (STRANG 2000);424,0;105,0;56,0;35,3333;17,5;18,6667;35,3333
804431;TAMPA DO MOTOR INDUSTRIAL;424,0;105,0;56,0;35,3333;17,5;18,6667;35,3333
804482;SUPORTE FIM DE CURSO DESLIZANTE (LADO ESQUERDO);424,0;105,0;56,0;35,3333;17,5;18,6667;35,3333
813372;SEM FIM DO STRONG 2000;424,0;105,0;56,0;35,3333;17,5;18,6667;35,3333
401044;PARAFUSO A/A PAN PHS 2.9 X 9.5;424,0;105,0;56,0;35,3333;17,5;18,6667;35,3333
813243;ENGRENAGEM EXTERNA MOTOR INDUSTRIAL;424,0;105,0;56,0;35,3333;17,5;18,6667;35,3333
813506;ENGRENAGEM INTERNA 1 ENTRADA PARA MOTOR INDUSTRIAL DE NYLON;424,0;105,0;56,0;35,3333;17,5;18,6667;35,3333
804483;SUPORTE FIM DE CURSO DESLIZANTE (LADO DIREITO);424,0;105,0;56,0;35,3333;17,5;18,6667;35,3333
701159;PINO DESTRAVAMENTO MOTOR DZ INDUSTRIAL - BRUTO;424,0;105,0;56,0;35,3333;17,5;18,6667;35,3333
701156;EIXO DO MOTOR INDUSTRIAL - BRUTO;424,0;105,0;56,0;35,3333;17,5;18,6667;35,3333
813328;CHAVETA DO MOTOR INDUSTRIAL;424,0;105,0;56,0;35,3333;17,5;18,6667;35,3333
403050;MOLA DE DESTRAVAMENTO MOTOR INDUSTRIAL FIO 2,40MM X 80,00MM;424,0;105,0;56,0;35,3333;17,5;18,6667;35,3333
813245;ALAVANCA DESTRAVAMENTO DZ INDUSTRIAL;424,0;105,0;56,0;35,3333;17,5;18,6667;35,3333
512014;CONJUNTO ESTATOR E ROTOR AGL DESL P28 2P 220V 60HZ;409,0;15,0;15,0;34,0833;2,5;5,0;34,0833
811107;MANUAL LINHA BASCULANTE / NEW BV SEM LOGO ESPANHOL (CENTRAL FLEX / LIGHT);370,0;140,0;100,0;30,8333;23,3333;33,3333;33,3333
811746;CAIXA MOTOR KRIPT 24,0 X 19,5 X 24,5;266,0;189,0;96,0;22,1667;31,5;32,0;32,0
813483;ACIONADOR DA MICRO CHAVE BV CADENA;374,0;12,0;8,0;31,1667;2,0;2,6667;31,1667
105068;BOBINA LAMINADA 2,00MM PRETA 23 (EVA PARA MOTORES);358,975;159,675;81,45;29,9146;26,6125;27,15;29,9146
603519;ACESSORIOS PARA AUTOMATIZADOR BRUSHLESS DC MOTOR - MOLA DE CONTRA-PESO PARA CANCELA 2.5;358,0;135,0;73,0;29,8333;22,5;24,3333;29,8333
401226;ELO DE EMENDA CORRENTE BV CADENA;356,0;7,0;7,0;29,6667;1,1667;2,3333;29,6667
916127;AUTOMATIZADOR PARA CANCELA - BRUSHLESS DC MOTOR - MODELO: 18B-2.5S;350,0;131,0;70,0;29,1667;21,8333;23,3333;29,1667
813592;SENSOR DE FIM DE CURSO REED BV/NEW BV 3,5M;333,0;164,0;62,0;27,75;27,3333;20,6667;27,75
813560;PERFIL AL 3,5M SOL 7 STLF-0864 6063;333,0;164,0;62,0;27,75;27,3333;20,6667;27,75
103149;CABO CONECTOR TERMINAL WHITE WIRE BLK-4P 4300/650 BOX (BLK-4P 4300/650);162,0;162,0;0,0;13,5;27,0;0,0;27,0
813275;FUSO P 7.5MM DE 1,4M E 4 ENTRADAS BV;310,0;0,0;0,0;25,8333;0,0;0,0;25,8333
813022;SUPORTE PARA SENSOR REED DUPLO NEW;300,0;0,0;0,0;25,0;0,0;0,0;25,0
813355;GUIA ESTICADOR ZINCADO - BARREIRA ARTICULADA CANCELA;189,0;133,0;74,0;15,75;22,1667;24,6667;24,6667
813356;GUIA CABO ZINCADO - BARREIRA ARTICULADA CANCELA;189,0;133,0;74,0;15,75;22,1667;24,6667;24,6667
813155;FUSO P 7.5MM DE 3,5M E 6 ENTRADAS;289,0;145,0;53,0;24,0833;24,1667;17,6667;24,1667
801232;TAMPA ARTICULAÇÃO SECUNDÁRIA ZINCADA - BARREIRA ARTICULADA CANCELA;181,0;125,0;72,0;15,0833;20,8333;24,0;24,0
801233;TUBO Ø20,5MM ZINCADO - BARREIRA ARTICULADA CANCELA;181,0;125,0;72,0;15,0833;20,8333;24,0;24,0
801225;ARTICULAÇÃO DO TUBO ZINCADO - BARREIRA ARTICULADA CANCELA;181,0;125,0;72,0;15,0833;20,8333;24,0;24,0
801228;BUCHA ESTICADOR ZINCADA - BARREIRA ARTICULADA CANCELA;181,0;125,0;72,0;15,0833;20,8333;24,0;24,0
801226;ARTICULAÇÃO SECUNDÁRIA ZINCADA - BARREIRA ARTICULADA CANCELA;181,0;125,0;72,0;15,0833;20,8333;24,0;24,0
801231;CHAPA REFORÇO ZINCADA - BARREIRA ARTICULADA CANCELA;181,0;125,0;72,0;15,0833;20,8333;24,0;24,0
801227;ARTICULAÇÃO PRIMÁRIA ZINCADA - BARREIRA ARTICULADA CANCELA;181,0;125,0;72,0;15,0833;20,8333;24,0;24,0
801230;TUBO ROTATIVO LISO Ø12MM ZINCADO - BARREIRA ARTICULADA CANCELA;181,0;125,0;72,0;15,0833;20,8333;24,0;24,0
801247;TUBO ROTATIVO RASGO Ø12MM ZINCADO - BARREIRA ARTICULADA CANCELA;181,0;125,0;72,0;15,0833;20,8333;24,0;24,0
401255;PARAFUSO AÇO MET CIL SX INT M8X25MM RI;179,0;125,0;72,0;14,9167;20,8333;24,0;24,0
401267;PARAFUSO AÇO MET S/CAB SX INT PTA CONCOVA M10X40MM;179,0;125,0;72,0;14,9167;20,8333;24,0;24,0
801315;TUBO ROTATIVO LISO Ø12X8,5X35;179,0;125,0;72,0;14,9167;20,8333;24,0;24,0
813152;BASE DA CENTRAL DESLIZANTE INVERTER;276,0;100,0;49,0;23,0;16,6667;16,3333;23,0
