codigo_materia_prima;descricao_materia_prima;consumo_mp_12_meses;consumo_mp_6_meses;consumo_mp_3_meses;media_12_meses;media_6_meses;media_3_meses;maior_media
804426;TAMPA DA CENTRAL DESLIZANTE INVERTER;276,0;100,0;49,0;23,0;16,6667;16,3333;23,0
103547;CABO PP 3 X 0,50MM AM/PT/VM;152,0;119,0;69,0;12,6667;19,8333;23,0;23,0
811106;MANUAL DE INSTALAÇÃO LINHA DESLIZANTE TURBO SEM LOGO PORTUGUÊS (CENTRAL NEW INVERTER);275,0;100,0;49,0;22,9167;16,6667;16,3333;22,9167
103160;CABO CONECTOR TERMINAL WHITE WIRE BLK-4P 6300/650 BOX (BLK-4P 6300/650);121,0;121,0;0,0;10,0833;20,1667;0,0;20,1667
811320;RL PELICULA ADESIVA REFLETIVA GRAU COMERCIAL VERMELHO (62CMX20M);165,9433;94,0962;58,4143;13,8286;15,6827;19,4714;19,4714
512023;CONJUNTO ESTATOR E ROTOR AGL DESL P80 STRONG 3/4 220V 60HZ;215,0;63,0;27,0;17,9167;10,5;9,0;17,9167
911083;PLACA REVISADA CENTRAL CCMD INDUSTRIAL;213,0;84,0;48,0;17,75;14,0;16,0;17,75
911084;PLACA REVISADA CENTRAL IZZY INDUSTRIAL;211,0;21,0;8,0;17,5833;3,5;2,6667;17,5833
813570;PERFIL AL 5,0M STL 1851 CANCELAS;185,0;99,0;28,0;15,4167;16,5;9,3333;16,5
813146;GOMO 25CM P/ CREMALHEIRA ALUMÍNIO;192,0;60,0;24,0;16,0;10,0;8,0;16,0
813611;PERFIL AL 4,0M SOL 7 STLF-0846 6063 T5;139,0;87,0;47,0;11,5833;14,5;15,6667;15,6667
813593;SENSOR DE FIM DE CURSO REED BV/NEW BV 4,0M;139,0;87,0;47,0;11,5833;14,5;15,6667;15,6667
512028;CONJUNTO ESTATOR E ROTOR AGL DESL  P24 1/4 CV 4P 3F 110V 60HZ;172,0;78,0;47,0;14,3333;13,0;15,6667;15,6667
105069;FITA EMPACT. 50MT X 48MM ACRI;112,1884;83,7312;45,91;9,349;13,9552;15,3033;15,3033
412121;ESTATOR BOBINADO AGL NEW BV P17 1/7 cv 04 42Z 127V 60HZ;183,0;33,0;33,0;15,25;5,5;11,0;15,25
813590;SENSOR DE FIM DE CURSO REED BV/NEW BV 2,5M;182,0;72,0;42,0;15,1667;12,0;14,0;15,1667
813558;PERFIL AL 2,5M SOL 7 STLF-0864 6063;182,0;72,0;42,0;15,1667;12,0;14,0;15,1667
512017;CONJUNTO ESTATOR E ROTOR AGL DESL P22 2P 220V 60HZ;179,0;42,0;24,0;14,9167;7,0;8,0;14,9167
811853;EMBALAGEM PARA ACIONAMENTO BV CADENA 1,5M COM IMPRESSÃO;170,6667;3,3333;3,3333;14,2222;0,5556;1,1111;14,2222
813616;PERFIL AL 3,5M STL 1851 CANCELAS;105,0;41,0;40,0;8,75;6,8333;13,3333;13,3333
813476;TAMPA DO PERFIL BV CADENA;156,0;3,0;3,0;13,0;0,5;1,0;13,0
813475;MANCAL TENSIONADOR BV CADENA - ZINCADO;156,0;3,0;3,0;13,0;0,5;1,0;13,0
701232;EIXO DA ROLDANA BV CADENA - BRUTO;156,0;3,0;3,0;13,0;0,5;1,0;13,0
813473;ROLDANA DE NYLON DO BV CADENA - PEÇA MACHO;156,0;3,0;3,0;13,0;0,5;1,0;13,0
813478;PORCA ACIONADORA BV CADENA - PEÇA TRASEIRA;156,0;3,0;3,0;13,0;0,5;1,0;13,0
813480;PORCA ACIONADORA BV CADENA - PEÇA FRONTAL;156,0;3,0;3,0;13,0;0,5;1,0;13,0
811809;CALÇO VINCADO BRAÇO MOTOR;156,0;3,0;3,0;13,0;0,5;1,0;13,0
813472;ROLDANA DE NYLON DO BV CADENA - PEÇA FÊMEA;156,0;3,0;3,0;13,0;0,5;1,0;13,0
813479;CHAPA DE TRAÇÃO DA CORRENTE BV CADENA - ZINCADA;156,0;3,0;3,0;13,0;0,5;1,0;13,0
813286;PINO DAS TRAVAS SUPORTE FX. BV/NEW BV/HZ;74,0;74,0;0,0;6,1667;12,3333;0,0;12,3333
811824;MANUAL LINHA STRONG 2000 SEM LOGO EM PORTUGUÊS (CENTRAL CCMD INDUSTRIAL);143,0;59,0;23,0;11,9167;9,8333;7,6667;11,9167
813192;FUSO P 7.5MM DE 4,0M E 6 ENTRADAS;105,0;71,0;35,0;8,75;11,8333;11,6667;11,8333
813141;FUSO P 7.5MM DE 2,5M E 6 ENTRADAS;68,0;45,0;32,0;5,6667;7,5;10,6667;10,6667
512007;CONJUNTO ESTATOR E ROTOR AGL DESL P33 1/4 cv 04 42Z 127V 60Hz;97,0;60,0;32,0;8,0833;10,0;10,6667;10,6667
412024;ESTATOR BOBINADO AGL NEW BV P39 04 42Z 127V 60HZ;38,0;32,0;30,0;3,1667;5,3333;10,0;10,0
813482;PERFIL ENRIJECIDO 75X40X2 PARA BV CADENA 1,5M;112,0;2,0;2,0;9,3333;0,3333;0,6667;9,3333
813563;PERFIL AL 1,75M SOL 7 STLF-0864 6063;108,0;49,0;23,0;9,0;8,1667;7,6667;9,0
512024;CONJUNTO ESTATOR E ROTOR AGL DESL P80 STRONG 3/4 127V 60HZ;101,0;1,0;0,0;8,4167;0,1667;0,0;8,4167
512029;CONJUNTO ESTATOR E ROTOR AGL DESL P45 STRONG 1/2 CV 04 42Z 220V 50/60HZ;25,0;25,0;25,0;2,0833;4,1667;8,3333;8,3333
813044;FUSO P 7.5MM DE 2,0M E 4 ENTRADAS BV;100,0;26,0;4,0;8,3333;4,3333;1,3333;8,3333
103141;CABO CONECTOR TERMINAL WHITE WIRE BLK-PH-4P L350 WITH L15 RED/BLACK BOX (BLK-PH-4P L315 WITH L15);100,0;50,0;0,0;8,3333;8,3333;0,0;8,3333
811803;CAIXA MASTER 3 - CAIXA PIVÔ VIOLÃO 1,5 METROS COM IMPRESSÃO;94,0;0,0;0,0;7,8333;0,0;0,0;7,8333
103151;CABO CONECTOR TERMINAL WHITE WIRE BLK-4P 5300/650 BOX (BLK-4P 5300/650);44,0;44,0;0,0;3,6667;7,3333;0,0;7,3333
813216;FUSO P 7.5MM DE 1,75M E 5 ENTRADAS;56,0;24,0;20,0;4,6667;4,0;6,6667;6,6667
412063;ESTATOR BOBINADO AGL NEW BV P17 1/7 cv 04 42Z 220V 50HZ;80,0;0,0;0,0;6,6667;0,0;0,0;6,6667
813600;SENSOR DE FIM DE CURSO REED BV/NEW BV/PIVO 1,0M;76,0;16,0;10,0;6,3333;2,6667;3,3333;6,3333
813283;CANTONEIRA SUPORTE FIX. BV E NEW BV;37,0;37,0;0,0;3,0833;6,1667;0,0;6,1667
813284;TRAVA MENOR SUPORTE FX. BV E NEW BV;37,0;37,0;0,0;3,0833;6,1667;0,0;6,1667
813285;TRAVA MAIOR SUPORTE FX. BV E NEW BV;37,0;37,0;0,0;3,0833;6,1667;0,0;6,1667
512022;CONJUNTO ESTATOR E ROTOR AGL DESL P39 4P 3F 110V 60HZ;69,0;22,0;2,0;5,75;3,6667;0,6667;5,75
412151;ESTATOR BOBINADO AGL NEW BV P39 04 42Z 220V 60HZ;52,0;26,0;17,0;4,3333;4,3333;5,6667;5,6667
103152;CABO CONECTOR TERMINAL WHITE WIRE BLK-4P 5800/650 BOX (BLK-4P 5800/650);27,0;21,0;17,0;2,25;3,5;5,6667;5,6667
813368;FUSO P.60 Ø 1/2'' DE 3,0M;55,0;19,0;17,0;4,5833;3,1667;5,6667;5,6667
103150;CABO CONECTOR TERMINAL WHITE WIRE BLK-4P 4800/650 BOX (BLK-4P 4800/650);21,0;21,0;17,0;1,75;3,5;5,6667;5,6667
512019;CONJUNTO ESTATOR E ROTOR AGL DESL P24 2P 127V 60HZ;16,0;16,0;16,0;1,3333;2,6667;5,3333;5,3333
403055;MOLA DO FREIO NEW BV HEAVY SPEED;31,0;25,0;16,0;2,5833;4,1667;5,3333;5,3333
813359;FUSO P.60 Ø 5/8'' DE 2,0M;43,0;25,0;16,0;3,5833;4,1667;5,3333;5,3333
811308;ETIQUETA ADES. COUCHE 25MM X 10MM X 03 CAR;16,0;16,0;16,0;1,3333;2,6667;5,3333;5,3333
101310;CAPACITOR FIXO C/DIELETRICO DE POLIPROPILENO BIORIENTADO P/MOTORES CMRW CANECA PLASTICA 40uf 250V 50;32,0;32,0;16,0;2,6667;5,3333;5,3333;5,3333
813594;SENSOR DE FIM DE CURSO REED BV/NEW BV 4,5M;63,0;28,0;5,0;5,25;4,6667;1,6667;5,25
813605;PERFIL AL 4,5M SOL 7 STLF-0846 6063 T5;63,0;28,0;5,0;5,25;4,6667;1,6667;5,25
813194;FUSO P 7.5MM DE 4,5M E 6 ENTRADAS;61,0;28,0;5,0;5,0833;4,6667;1,6667;5,0833
811880;EMBALAGEM PLÁSTICA PEÇAS REPOSIÇÃO COM LOGO (100MMX150MM);60,0;0,0;0,0;5,0;0,0;0,0;5,0
512021;CONJUNTO ESTATOR E ROTOR AGL DESL P39 2P 220V 60HZ;60,0;30,0;0,0;5,0;5,0;0,0;5,0
512027;CONJUNTO ESTATOR E ROTOR AGL DESL P45 STRONG 1/2 cv 04 42Z 127V 60Hz;60,0;0,0;0,0;5,0;0,0;0,0;5,0
512018;CONJUNTO ESTATOR E ROTOR AGL DESL P24 2P 220V 60HZ;29,0;23,0;15,0;2,4167;3,8333;5,0;5,0
401187;BARRA ROSCADA FERRO MET M14 X 1000MM ZI;36,2;25,0;14,4;3,0167;4,1667;4,8;4,8
813186;FUSO P 7.5MM DE 2,0M E 5 ENTRADAS;57,0;27,0;8,0;4,75;4,5;2,6667;4,75
813607;PERFIL AL 5,5M SOL 7 STLF-0846 6063 T5;23,0;18,0;14,0;1,9167;3,0;4,6667;4,6667
813596;SENSOR DE FIM DE CURSO REED BV/NEW BV 5,5M;23,0;18,0;14,0;1,9167;3,0;4,6667;4,6667
813195;FUSO P 7.5MM DE 5,5M E 6 ENTRADAS;29,0;18,0;14,0;2,4167;3,0;4,6667;4,6667
813370;FUSO P.60 Ø 1/2'' DE 4,0M;26,0;16,0;12,0;2,1667;2,6667;4,0;4,0
412378;ESTATOR BOBINADO AGL NEW BV/BV SPEEDTURBO PRO P17 4P 3F 110V 60HZ;47,0;11,0;2,0;3,9167;1,8333;0,6667;3,9167
813606;PERFIL AL 5,0M SOL 7 STLF-0846 6063 T5;40,0;23,0;11,0;3,3333;3,8333;3,6667;3,8333
813045;FUSO P 7.5MM DE 2,0M E 6 ENTRADAS;23,0;23,0;10,0;1,9167;3,8333;3,3333;3,8333
813595;SENSOR DE FIM DE CURSO REED BV/NEW BV 5,0M;40,0;23,0;11,0;3,3333;3,8333;3,6667;3,8333
811802;CAIXA MASTER 12 - CAIXA DA CENTRAL PIVÔ;45,0;10,0;0,0;3,75;1,6667;0,0;3,75
813210;FUSO P 7.5MM DE 5M E 6 ENTRADAS;39,0;22,0;11,0;3,25;3,6667;3,6667;3,6667
813196;FUSO P 7.5MM DE 6,0M E 6 ENTRADAS;29,0;14,0;10,0;2,4167;2,3333;3,3333;3,3333
813613;PERFIL AL 6,0M SOL 7 STLF-0846 6063 T5;29,0;14,0;10,0;2,4167;2,3333;3,3333;3,3333
813367;FUSO P.60 Ø 1/2'' DE 2,5M;40,0;14,0;6,0;3,3333;2,3333;2,0;3,3333
813597;SENSOR DE FIM DE CURSO REED BV/NEW BV 6,0M;29,0;14,0;10,0;2,4167;2,3333;3,3333;3,3333
202074;AÇO RED LAMINADO Ø 9/16 6M 1015/1022;39,584;0,0;0,0;3,2987;0,0;0,0;3,2987
813212;FUSO P 7.5MM DE 1,75M E 4 ENTRADAS BV;39,0;12,0;0,0;3,25;2,0;0,0;3,25
813361;FUSO P.60 Ø 5/8'' DE 3,0M;27,0;19,0;5,0;2,25;3,1667;1,6667;3,1667
813188;FUSO P 7.5MM DE 2,5M E 5 ENTRADAS;37,0;2,0;0,0;3,0833;0,3333;0,0;3,0833
512015;CONJUNTO ESTATOR E ROTOR AGL DESL P17 1-7 cv 04 42Z 3F 127V 60HZ;35,0;0,0;0,0;2,9167;0,0;0,0;2,9167
813484;PERFIL ENRIJECIDO 75X40X2 PARA BV CADENA 2,0M;32,0;1,0;1,0;2,6667;0,1667;0,3333;2,6667
203004;LINGOTE DE ALUMINIO LIGA 306;21,195;14,378;0,0;1,7662;2,3963;0,0;2,3963
512029;CONJUNTO ESTATOR E ROTOR AGL DESL P45 STRONG 1/2 cv 04 42Z 220V 50/60Hz;16,0;14,0;4,0;1,3333;2,3333;1,3333;2,3333
813158;FUSO P 7.5MM DE 2,5M E 4 ENTRADAS BV;26,0;8,0;3,0;2,1667;1,3333;1,0;2,1667
401184;PORCA F MET SEXTAVADA M8 (CH13) ZI (NSC);26,0;8,0;2,0;2,1667;1,3333;0,6667;2,1667
811097;MANUAL DE INSTALAÇÃO LINHA DESLIZANTE SEM LOGO PORTUGUÊS (CENTRAL FLEX / LIGHT / CCMD);21,0;11,0;6,0;1,75;1,8333;2,0;2,0
801266;CHAPA EM U DO SUPORTE DA BARREIRA (MODELO FIX. MACHO E FÊMEA) - BRANCA;19,0;6,0;6,0;1,5833;1,0;2,0;2,0
201073;CZN 1,95 x 1200 N7008 ZC Z100 CT;5,9793;5,6493;5,6493;0,4983;0,9416;1,8831;1,8831
813365;FUSO P.60 Ø 1/2'' DE 1,75M;11,0;11,0;1,0;0,9167;1,8333;0,3333;1,8333
701175;BUCHA ESTICADOR BRUTO - BARREIRA ARTICULADA CANCELA;11,0;11,0;0,0;0,9167;1,8333;0,0;1,8333
813159;FUSO P 7.5MM DE 3,0M E 4 ENTRADAS BV;22,0;8,0;3,0;1,8333;1,3333;1,0;1,8333
201066;ROLO ZINCADO 1,25X50 NBR-7008-ZC;20,192;6,31;2,524;1,6827;1,0517;0,8413;1,6827
811042;MANUAL DE INSTALAÇÃO LINHA NEW BV TURBO SEM LOGO ESPANHOL (CENTRAL NEW INVERTER);20,0;0,0;0,0;1,6667;0,0;0,0;1,6667
813362;FUSO P.60 Ø 5/8'' DE 3,5M;16,0;10,0;2,0;1,3333;1,6667;0,6667;1,6667
813161;FUSO P 7.5MM DE 3,5M E 4 ENTRADAS BV;12,0;7,0;5,0;1,0;1,1667;1,6667;1,6667
813041;EIXO DE TRAÇÃO DO BASCULANTE (MODELO ANTIGO);20,0;0,0;0,0;1,6667;0,0;0,0;1,6667
512016;CONJUNTO ESTATOR E ROTOR AGL DESL P22 2P 127V 60HZ;10,0;10,0;0,0;0,8333;1,6667;0,0;1,6667
105070;FITA GOMADA APK 80 C/REFORCO IMP;17,182;9,009;2,964;1,4318;1,5015;0,988;1,5015
105071;FITA GOMADA 80 MM COM REFORÇO;12,285;5,46;4,173;1,0238;0,91;1,391;1,391
813357;FUSO P.60 Ø 5/8'' DE 1,4M;16,0;0,0;0,0;1,3333;0,0;0,0;1,3333
801271;BASE SUPERIOR DE FIXAÇÃO DA CENTRAL NO GABINETE - BRANCA;14,0;2,0;2,0;1,1667;0,3333;0,6667;1,1667
801273;SUPORTE DAS BATERIAS CANCELA AGUSTA - BRANCA;14,0;2,0;2,0;1,1667;0,3333;0,6667;1,1667
801236;PORTA DO GABINETE CANCELA - BRANCA;14,0;2,0;2,0;1,1667;0,3333;0,6667;1,1667
801244;SUPORTE DAS FONTES CANCELA AGUSTA - BRANCA;14,0;2,0;2,0;1,1667;0,3333;0,6667;1,1667
701182;TUBO Ø20,5MM BRUTO - BARREIRA ARTICULADA CANCELA;7,0;7,0;0,0;0,5833;1,1667;0,0;1,1667
801220;GABINETE DA CANCELA - BRANCA;14,0;2,0;2,0;1,1667;0,3333;0,6667;1,1667
813369;FUSO P.60 Ø 1/2'' DE 3,5M;13,0;2,0;2,0;1,0833;0,3333;0,6667;1,0833
813615;PERFIL AL 5,0M SOL 7 STLF-0846 6063 T15;7,0;3,0;3,0;0,5833;0,5;1,0;1,0
813494;PERFIL ENRIJECIDO 75X40X2 PARA BV CADENA 3,0M;12,0;0,0;0,0;1,0;0,0;0,0;1,0
401136;PARAFUSO PAN CRUZ 3,5MMX14MM (FABR. AGL) - ZINCADO;12,0;0,0;0,0;1,0;0,0;0,0;1,0
512013;CONJUNTO ESTATOR E ROTOR AGL DESL P28 2P 127V 60HZ;6,0;6,0;0,0;0,5;1,0;0,0;1,0
813598;SENSOR DE FIM DE CURSO REED BV/NEW BV/PIVO 0,50M;11,0;3,0;1,0;0,9167;0,5;0,3333;0,9167
813360;FUSO P.60 Ø 5/8'' DE 2,5M;11,0;3,0;1,0;0,9167;0,5;0,3333;0,9167
813204;FUSO P 7.5MM DE 3,0M E 5 ENTRADAS;10,0;0,0;0,0;0,8333;0,0;0,0;0,8333
311001;CELERON MMG 1,6MM 1000 X 1000MM;8,2305;0,0;0,0;0,6859;0,0;0,0;0,6859
813358;FUSO P.60 Ø 5/8'' DE 1,75M;2,0;2,0;2,0;0,1667;0,3333;0,6667;0,6667
401249;PORCA SEXTAVADA 5/16-18 X 1 UNC FE.ZB;8,0;0,0;0,0;0,6667;0,0;0,0;0,6667
401235;PARAF ALLEN C/CAB 912 M6 X 35 ZB;8,0;0,0;0,0;0,6667;0,0;0,0;0,6667
201109;PERFIL AL STL 1851 CANCELAS;7,457;0,9727;0,9727;0,6214;0,1621;0,3242;0,6214
202036;AÇO RED TREF SAE 1020 20.00 SAE J403;6,17;1,04;0,0;0,5142;0,1733;0,0;0,5142
401039;P. FRANCES C/ POR. 5/16-18 X 1 UNC FE.ZB;6,0;0,0;0,0;0,5;0,0;0,0;0,5
512025;CONJUNTO ESTATOR E ROTOR AGL DESL P60 STRONG 1/3cv 04 42Z 220V 60HZ;5,0;2,0;0,0;0,4167;0,3333;0,0;0,4167
813242;FUSO P.60 Ø 5/8 DE 4,0M;5,0;0,0;0,0;0,4167;0,0;0,0;0,4167
911161;PLACA REVISADA CENTRAL DUPLA IZZY;1,0;1,0;1,0;0,0833;0,1667;0,3333;0,3333
402040;MANCAL OVAL UCFL205-16 ROL UC205-16 PARA EIXO 25,4;4,0;0,0;0,0;0,3333;0,0;0,0;0,3333
811727;SACO PLASTICO TRANSPARENTE 04CM X 04CM;1,0;1,0;1,0;0,0833;0,1667;0,3333;0,3333
100186;REED SWITCH 0.5A 140VAC 200VDC 10VA 0.55MS BOX (FLEX-14-10-15);4,0;0,0;0,0;0,3333;0,0;0,0;0,3333
813191;FUSO P 7.5MM DE 3,5M E 5 ENTRADAS;3,0;0,0;0,0;0,25;0,0;0,0;0,25
813571;PERFIL AL 5,5M STL 1851 CANCELAS;3,0;1,0;0,0;0,25;0,1667;0,0;0,25
813160;FUSO P 7.5MM DE 4,0M E 4 ENTRADAS BV;3,0;0,0;0,0;0,25;0,0;0,0;0,25
201115;CZN 1,55 x 1200 x 3000 N7008 ZC Z100 CT;2,864;0,0;0,0;0,2387;0,0;0,0;0,2387
402039;"ESTICADOR OLHAL COM GANCHO 8MM 5/16"" GALVANIZADO";2,0;0,0;0,0;0,1667;0,0;0,0;0,1667
103132;CONECTOR TERMINAR WHITE WIRE BLK-PH-3P L1000 BOX (BLK-PH-3P L1000);2,0;0,0;0,0;0,1667;0,0;0,0;0,1667
813467;SUPORTE ORELHA C/ FURO FECHADO CANCELA LIGHT/SOLAR;2,0;0,0;0,0;0,1667;0,0;0,0;0,1667
512026;CONJUNTO ESTATOR E ROTOR AGL DESL P60 STRONG 1/3cv 04 42Z 127V 60HZ;2,0;0,0;0,0;0,1667;0,0;0,0;0,1667
813389;FLANGE DE TRAÇÃO DO EIXO CANCELA AGUSTA LIGHT - ZINCADA;2,0;0,0;0,0;0,1667;0,0;0,0;0,1667
603029;MOTOR AVULSO DE AUTOMATIZADOR PARA PORTAS DE ENROLAR - AC800;1,0;1,0;0,0;0,0833;0,1667;0,0;0,1667
813387;ALAVANCA DE TRAÇÃO CANCELA AGUSTA LIGHT - ZINCADA;2,0;0,0;0,0;0,1667;0,0;0,0;0,1667
813385;BATENTE MECÂNICO DO GABINETE CANCELA AGUSTA LIGHT- ZINCADO;2,0;0,0;0,0;0,1667;0,0;0,0;0,1667
813514;OLHAL DE ENGATE DO ESTICADOR DA MOLA - ZINCADO - CANCELA LIGHT;2,0;0,0;0,0;0,1667;0,0;0,0;0,1667
813363;FUSO P.60 Ø 5/8'' DE 5,0M;1,0;1,0;0,0;0,0833;0,1667;0,0;0,1667
801251;GABINETE DA CANCELA AGUSTA LIGHT- CINZA;2,0;0,0;0,0;0,1667;0,0;0,0;0,1667
401140;P ACO 12,9 MET CIL SX INT M8X30MM OX;2,0;0,0;0,0;0,1667;0,0;0,0;0,1667
911071;PLACA ACIONADORA REVISADA;2,0;0,0;0,0;0,1667;0,0;0,0;0,1667
804107;BASE DO MODULO DA TRAVA;2,0;0,0;0,0;0,1667;0,0;0,0;0,1667
401220;PA ALLEN C/C 912 M10 X 50;2,0;0,0;0,0;0,1667;0,0;0,0;0,1667
412381;ESTATOR BOBINADO AGL NEW BV P39 04 42Z 220V 60HZ (CANCELA LIGHT);2,0;0,0;0,0;0,1667;0,0;0,0;0,1667
813167;FUSO P 7.5MM DE 0,50M E 4 ENTRADAS BV;2,0;0,0;0,0;0,1667;0,0;0,0;0,1667
811081;MANUAL CANCELA AGUSTA LIGHT SPEED;2,0;0,0;0,0;0,1667;0,0;0,0;0,1667
813381;FUSO P.60 Ø 5/8 DE 4,5M;1,0;0,0;0,0;0,0833;0,0;0,0;0,0833
811039;MANUAL DE INSTALAÇÃO LINHA DESLIZANTE TURBO SEM LOGO ESPANHOL (CENTRAL NEW INVERTER);1,0;0,0;0,0;0,0833;0,0;0,0;0,0833
813162;FUSO P 7.5MM DE 4,5M E 4 ENTRADAS BV;1,0;0,0;0,0;0,0833;0,0;0,0;0,0833
